reviews/round-17-owner-answers.md:52	17	전환 방식	확정. PR마다 대상 영역의 옛 코드를 레거시 디렉토리로 옮기고 새 코드를 쓴다. 쓸 만한 코드와 함수는 가져오고 나머지는 버린다. 레거시 디렉
reviews/round-17-owner-answers.md:53	17	`Node` 이름 규칙	확정. 넓은 범위의 이름(내보내는 형, 모듈 수준 함수, fractal 진입점의 이름)은 `SchemaNode` 접두를 쓴다: `SchemaNo
reviews/round-17-owner-answers.md:54	17	9번 확인	확정. `finishInput`
reviews/round-18-owner-answers.md:7	18	S1	첫 답: "S1? 이건 무슨소리지? isNumberNode 가 참인거랑 value가 숫자인건 다른 이야기긴 한데. undefined 일 수도, 
reviews/round-18-owner-answers.md:8	18	S1	""나"로 갑시다. 이게 정확히 내가 원하는 기능이에요. 그 이상을 하는건 나도 원치 않습니다. 다만 흠... 변경하지 못하는 값을 입력했을때,
reviews/round-18-owner-answers.md:9	18	S1	첫 물음: "흠 그럼, 이건 사실상 형변환 시도를 해보고, 안되면 그대로 둔다. 되면 한다. 이정도인거고, 개별 노드가 자신의 타입에 맞는 Va
reviews/round-12-owner-answers.md:7	12	1 Form 속성 `false`	권고 수용. false 일때는 로컬 동작을 보장한다. 이는 props 와 global 로 전달되는 경우에 대한 특별 동작이다.
reviews/round-12-owner-answers.md:8	12	1 글로벌 안의 충돌	그냥 jsonSchema 상의 글로벌 readOnly 와 disabled 스팩은 제거해버릴까? 생각보다 성가시네 / 레드팀 공격 요청
reviews/round-12-owner-answers.md:9	12	2 `&discriminator`	명시 필수 수용.
reviews/round-12-owner-answers.md:10	12	3 꺼질 때 값 정책	동의. 조각이 꺼질때 해당 값을 "제거"할 것인지는 별도 옵션을 쓴다. 단, 기본값은 true, false 로 끌 수 있도록 한다. 이는 omi
reviews/round-12-owner-answers.md:11	12	3 중복 선언	해당 조건은 중복 선언시(부모선언 + 자식노드 자체 선언) 이를 병합하는게 아니라 덮어쓰는걸 고려했다. 하지만 이를 or 조건이나 체인으로 엮을
reviews/round-12-owner-answers.md:12	12	4 프로덕션 throw	동의한다. 개발모드에선 throw, 이를 무시하고 리얼에 나간 경우, "어떻게든 동작하는 형태"를 고수한다. 이는 리엑트와 동일 설계이다.
reviews/round-12-owner-answers.md:13	12	5 `&clearValue` 두 문장	동의한다. 권고를 수용한다. resetInteraction 동작도 clearValue 와 동일하다. 다만 한가지, unsetValue 가 낫지 
reviews/round-12-owner-answers.md:14	12	6 `else: false` 경고	둔다. 이는 막을 수 있는 간단한 실수이므로. 그 이상의 스키마 개입은 하지 않는다. 그냥 스키마의 해석에 따른 에러만 있을 뿐 form 으로서
reviews/round-12-owner-answers.md:15	12	7 "input을 초기화"	이 내용은 기반지식에 근거한다. 현재 formType 은 개별 노드에 대해 touched 와 dirty 를 따로 관리하며, 이 값이 error의
reviews/round-12-owner-answers.md:16	12	8 `virtual`	제거해도 무방하나 node 로서는 동일한 대우를 받아야 한다. virtual node 설정은 기본적으로 커스텀 필드이니까 제거할 필요가 없지않나
reviews/round-12-owner-answers.md:17	12	§9 같은 순위끼리	동의
reviews/round-12-owner-answers.md:18	12	§9 형상에 없는 노드	동의
reviews/round-12-owner-answers.md:19	12	§9 로드에서 `&derived`	동의
reviews/round-12-owner-answers.md:20	12	§9 `undefined` 반환	동의. 이는 자칫 ealry return 과 혼동이 발생해서 문제가 있었다
reviews/round-12-owner-answers.md:21	12	§9 조각 식의 경로 기준	모든 JsonPointer 는 선언된 node 를 기준으로 처리된다. 이때 .. 나 . 는 확장 커스텀 표식이므로 form 이 정당하고 일관되게
reviews/round-12-owner-answers.md:22	12	§9 게이트 없는 분기 안의 `if/then`	게이트 없는 분기의 if-then은 뭘 의미하는가? 이때도 if 문에 따른 then / else 동작이 해석되어야 하는것 아닌가?
reviews/round-12-owner-answers.md:23	12	§9 로컬 층 안의 결합	좀 더 설명 필요. 이것만으론 이해가 잘 안된다. 글로벌이 덮을 수 있는건 readOnly / disabled 뿐이고, 나머지는 글로벌 선언과 
reviews/round-12-owner-answers.md:24	12	§9 `&options`	1. options 도 & 키워드를 가지나? 컨트롤이 아닌데? 2. 대체로 맞음. 병합 불가한 함수는 나중이 승, 병합 가능한 객체는 깊은 병합
reviews/round-12-owner-answers.md:25	12	§9 `&derived`·`&injectTo` 충돌	기본적으로 둘다 동작하는데, 이벤트 전파 순서에 따라 나중에 선언된 것이 이김. 경고를 할 필요는 잘 모르겠음. 무한루프도 아니고.
reviews/round-12-owner-answers.md:26	12	§9 같은 이름·다른 종류	이건 근데 jsonSchema 가 에러를 내지 않나?
reviews/round-12-owner-answers.md:27	12	§9 경고 목록 일곱	더 많을 수도 있다. 기존 error 종류와 용법을 참고해서 분류하라. 물론 기존 분류체계가 애매하면 다시 구성해도 무방
reviews/round-12-owner-answers.md:28	12	§9 게이트 가진 분기의 정의	1항? 무슨 뜻이지?
00-goals.md:141	?	G1	client에서 통과한 데이터는 서버에서 온전히 통과해야 한다. 스키마 소유자가 FE든 BE든 동일하고 예측 가능하게
00-goals.md:142	?	G2	서버에서 선언한 스키마를 그대로 넣어도 온전한 폼을 그릴 수 있기를. FE가 소유하면 더 폭넓은 표현
00-goals.md:143	?	G2	FE 입장의 폭넓은 표현력 유지. 문제는 `oneOf`/`anyOf`/`if-then-else`를 전용 문법으로 쓴 것
00-goals.md:144	?	G2	표시 제어는 `&`로 모으고 FE에 귀속, 유효성 검증에 개입하지 않게
00-goals.md:145	?	G3	JSON Schema 스펙을 우리가 파싱해서 쓰는 일은 되도록 없기를. 스펙을 잘 따르는 구현체를 쓰면 되고 선언 책임은 사용자에게
00-goals.md:146	?	G3	검증기를 내장하지 않고 플러그인으로 처리하고 싶다
00-goals.md:147	?	G4	object/array 노드의 branch 구성 전략을 아예 다시 짜고 싶다. 더 효율적이고 직관적이고 깔끔하게, 합목적하고 정합하게
00-goals.md:148	?	G4, G5	`oneOf`와 `if-then-else`가 서로 다른 라이프사이클을 타서 branch 전략이 매우 복잡하고 잠재 버그가 많다
00-goals.md:149	?	G5	내가 이해 가능한 데이터의 라이프사이클. 노드 내부에서만큼은 원칙에 맞는 직관적인 데이터 흐름
00-goals.md:150	?	G6	고속 동작 보장 — 대규모 쓰기, 배치, 빠른 입력, 화면 전환. 불필요한 계산은 과감히 생략. 핵심 가치는 정밀한 고속 제어. 벤치마크를 설계
09-landing-and-test-strategy.md:250	16	PR-8 판 번호	(나) 1.0.0-beta를 먼저 내고 1.0.0 예상합니다
09-landing-and-test-strategy.md:278	16	PR-8 판 번호	(나) 1.0.0-beta를 먼저 내고 1.0.0 예상합니다
HANDOFF.md:17	7	소유자 지시	정책 판단이 아니면 축에서 수렴시켜라
HANDOFF.md:18	8	소유자 지시	정책도 원리로 추론 가능한 영역이 있다 — 진짜 판단은 분리하고 나머지는 스웜으로
HANDOFF.md:20	10	소유자 지시	원칙에서 추정 가능한 것과 정말 내가 결정해야 하는 것을 나누고, 추정 가능한 것은 추정 라운드와 검증을 돌려라
HANDOFF.md:27	17	소유자 지시	열여덟도 이번처럼 스웜으로 먼저 수렴시키세요
HANDOFF.md:148	?	소유자 지시	지금 설계문서가 엄청 비대해졌거든? 그래서 이걸 이제 단일 원장으로 증류하는 작업을 진행했으면 해. 지금 작업 마무리하고, 교차검증까지 모두 끝
00-goals.md:151	?	G7	pub-sub / event signaling / batch update는 되도록 유지. 노드 트리의 축이자 고속 동작의 척추
00-goals.md:152	?	G8	JSON Schema 폼 구축의 도그마를 조사하고 가장 보편적이면서 직관적인 UX를 흡수
reviews/round-1.md:176	1	§5의 전환(편집 상태 트리 + 순수 투영)을 받는가	**방향은 받되 형태를 바꿨다.** 중앙에 값을 두는 것은 허용. **데이터 모델을 따로 두지 않는다** — 노드가 React Fiber처럼 동
reviews/round-1.md:177	1	가드는 어떤 값을 보는가 (§4의 충돌)	**방출 값.** "빈 문자열을 '있다'고 보는 게 오히려 이상하다. 그렇게 처리할 거면 omitEmpty를 끄면 된다"
reviews/round-1.md:178	1	계약을 검증기 프로필로 한정하는가 (R1)	**설정은 소비자의 책임.** 플러그인의 `bind`로 인스턴스를 주입할 수 있다. 기본값은 기본값이고 format 검사는 의지적으로 켠다. `
reviews/round-1.md:179	1	순환을 분석 단계에서 금지하는가 (§5-3)	**아니다. 돌려 보고 터뜨린다.** "injectTo나 derived의 무한루프 방어처럼. 몇 회 루프를 돌면 경고하고 error를 throw
reviews/round-2.md:112	2	목표 후보 C1–C8	C2·C3·C4·C6·C7·C8 채택, C5는 질문이 부정확했음(검증의 방언은 플러그인의 영역, 폼은 두 철자를 모두 읽는다)
reviews/round-2.md:113	2	C1 — BE 스키마 위의 FE 표현 층	**Form은 단일 스키마를 받는다. 별도의 입구를 두지 않는다.** "병합을 form이 해야 하는 의도를 모르겠다. 서버 스키마를 수정하지 않
reviews/round-2.md:114	2	C3 — core와 렌더 계층	core는 React를 모른다(런타임도 타입도). 인라인 `FormTypeInput`이 노드를 터미널로 만드는 것은 의도된 기능(터미널 전략이 
reviews/round-2.md:115	2	금지하는 조각	"`if` 블록 내부는 통째로 검증기가 판단한다. 그래도 값 조작은 알아야 값을 처리할 수 있다." → 폼이 읽는 모양을 `properties:
reviews/round-2.md:116	2	상한에 걸렸을 때	**쓰기를 막지 않는다.** "상한 초과가 되면 쓰기가 막히나? 값은 들어가고 유효성 검증 오류가 나는 것 아닌가." 값은 받아들이고 형상만 직
reviews/round-2.md:117	2	비제어 입력의 복구	"이미 작성된 값을 reset하는 인터페이스가 있다. tick 버전을 올리는 방법. 잘 설계해 보라." → 규칙 하나: 커밋된 원본이 그 노드의
reviews/round-2.md:118	2	로드 → 저장의 왕복	"기본적으로 서버 값은 클라이언트가 보낸 값을 그대로 저장했다가 돌려준다고 믿어진다. global dirty / touched도 있다. 그래도 
reviews/round-2.md:119	2	**새 원칙**	"현재 스펙은 form이 값을 적극적으로 바꾼다. 앞으로는 field가 가려지면서 값을 빼내는 걸 제외하고는 입력을 막지 않고 error를 보여
reviews/round-2.md:120	2	값을 통째로 주입할 때의 책임 경계	**소유자 스스로 확신이 없다고 밝혔다.** 교차검증에 올렸다(§6)
reviews/round-4.md:113	4	D-7	form에 값을 씌우는 경우와 기본값을 설정하는 경우가 다르다. props로는 함수 단위 제어가 안 된다.
reviews/round-4.md:115	4	D-9	내부에서 쓰는 값이 아니라, 사용자가 특정 서브트리의 값을 제어·비제어 컴포넌트와 무관하게 최신화하기 위한 사용자 도구
reviews/round-7-convergence.md:144	7	-	정책 결정에도 완전한 판단의 영역과 기반 원칙으로 추론 가능한 영역이 있다. 셋째는 내가 답할 수 있게 분리하고, 둘째 무리는 스웜을 돌려라. 
reviews/round-9-spec.md:108	9	자식 집합 제어	지금 추천을 동의하나 &chiledren:{} 필드도 있었으면 좋겠어. 조각단위 제어 기능도 추가하고, 컨트롤 블록도 허용하길 바라. oneOf
reviews/round-15-apply-spec.md:46	15	-	숏컷을 모두 없애고 중첩 객체로 하는 게 빼기도 편하고 나중에 서버 스키마랑 클라이언트 스키마를 병합하기도 편하겠지
reviews/round-15-apply-spec.md:79	15	-	숏컷을 모두 없애고 중첩 객체로 하는 게 빼기도 편하고 나중에 서버 스키마랑 클라이언트 스키마를 병합하기도 편하겠지
00-goals.md:104	?	C1	병합을 form이 해야 하는 의도를 모르겠다. 서버 스키마를 수정하지 않겠다는 의도 하나 때문에 이중 입구를 만드는 것 아닌가.
00-goals.md:116	?	-	브랜치 노드의 터미널 전략이 압도적으로 저렴해서, 사용자가 되도록 터미널 전략을 쓰게 하려고 설계한 방법. 1종 오류를 감수하고 2종 오류를 배
00-goals.md:117	?	-	렌더러 독립적인, html 관련 어휘고 코어 동작에 영향을 주지 않는다. mjs 환경에서도 그게 컴포넌트 같은 렌더러가 아닐 뿐이지 데이터 표현
03-mental-model.md:3	17	-	각 파트를 나눠서 개발을 진행할 때 어차피 현장 판단이 필요하므로, 이를 위한 원리 원장을 만드는 게 목표다
03-mental-model.md:30	?	-	`if` 안에 `anyOf`·`oneOf`나 더 복잡한 스키마가 올 수 있어 관여하기로 하면 끝이 없다
03-mental-model.md:37	15	-	숏컷을 모두 없애고 중첩 객체로 하는 게 빼기도 편하고 나중에 서버 스키마랑 클라이언트 스키마를 병합하기도 편하겠지
03-mental-model.md:124	?	-	서로 다른 노드에서 하나의 노드로 injectTo를 할 경우 뒤가 이긴다
03-mental-model.md:131	?	-	세부 규칙이 포괄 규칙을 덮는 관례
03-mental-model.md:149	?	-	우리가 참견할 문제가 아니다
03-mental-model.md:173	12	-	스키마로 선언되는 것이 아니고 유효성 검증에도 영향 없다. 그냥 두자.
HANDOFF.md:119	?	-	새 설계가 어떻게 구성되는지 아직 잘 와닿지 않는다. 레드팀 검증 뒤 다시 질문하겠다.
00-goals.md:105	?	C2	각종 에러들의 출력을 적당하게 제공해야 한다. 지금 에러 구조는 꽤 잘 짜여 있을 것이다. 그걸 확장하자.
00-goals.md:106	?	C3	원래 core만 떼어내서 mjs 환경에서 쓸 수 있도록 추상화했고, vue나 svelte 같은 다른 플랫폼에 이식될 수 있는 코어 모듈로 설계한
00-goals.md:107	?	C4	이외에도 JSONSchema 관련 타입 오류는 모두 수정을 원한다. 개발 과정에서 발견되는 것이든 뭐든.
00-goals.md:109	?	C6	input을 건드렸을 때(touched), 값이 바뀌었을 때(dirty)를 기준으로 조합 조건을 갖고 있고 지금 구현도 그렇다. 이건 바뀌지 않
00-goals.md:110	?	C7	스키마폼 관련 모든 버전은 일시에 메이저 버전급 변경을 진행한다.
00-goals.md:108	?	C5	질문이 부정확했다. 검증의 방언은 플러그인의 영역이다(소유자의 지적)
00-goals.md:111	?	C8	채택, 두 층위로. (1) 릴리즈 노트와 배포 문서 (2) 그 수정을 수행할 수 있는 프롬프트
reviews/round-5-derivations.md:3	5	소유자의 지적	읽을 때 가장 무거운 것들은 조사와 구체화로 풀 수 없는가? 정책 판단의 영역인가? 충분히 명답을 찾을 수 있는 영역 같다.
reviews/round-5-derivations.md:7	5	P1'	schema form으로서 특정한 값을 주입했을 때 기대되는 값은 그 값을 '유효성 검사를 통과하는 것으로 교정'하는 건가? 그걸 바랐다면 aj
reviews/round-9-spec.md:19	9	축1	schemaForm은 jsonSchema 문법을 제안하지 않는다. 즉, if 블록에 어떤 표현식이 들어오던 무관하게, 현재 스키마 노드에서 해당
reviews/round-9-spec.md:20	9	축2	if블록 등 컨디션 블록에서 컨디션으로 사용해야 하는 프로퍼티는 properties 에 선언되어야 한다. 이건 제약으로 가지고 가야할 듯 하다(
reviews/round-9-spec.md:21	9	축3	then 블록이나 oneOf 블록, allOf , anyOf 등에서 프로퍼티 노드를 선언할 수 있다. 프로퍼티 노드 선언 제약은 if 블록에 포
reviews/round-9-spec.md:22	9	축4	jsonSchema 설정에 의한 form 변환 및 필드 노출 변환에서 값을 조작하지 않는다.
reviews/round-9-spec.md:23	9	축5	각 노드에서 현재 필드가 가지는 제약(jsonSchema 조건)을 최신화하여 제공할 의무는 스키마폼이 진다. 예컨대 allOf 에 여러 if-t
reviews/round-9-spec.md:24	9	축6	injectTo 는 예외였지만(다이나믹 함수가 아니므로) & 로 시작하는 함수들에 대해서는 완전히 다른 규칙을 적용한다. 이 필드들은 실제로 f
reviews/round-9-spec.md:25	9	축7	jsonSchema 와 & 문법 등은 서로 무관하나, jsonSchema 표현을 & 표현으로 대체할 수 있어야 한다(확장성을 위해). 경우에 따
reviews/round-9-spec.md:26	9	축8	& 표현식과 injectTo 표현식은 모두 form 을 제어하는 특수 예약어로 취급되길 원한다. 지금은 위계도 사이클 타이밍도 미묘한데, 이걸 
reviews/round-9-spec.md:27	9	축9	기존 computed 와 &를 동시 제공하는건 일종의 선택지를 제공한 것이다. 제거해도 무방하나, 제공하는 방향을 선호한다.
reviews/round-9-spec.md:28	9	축10	글로벌 설정식과 로컬 설정식의 동시 제공 및 경합도 기존과 같이 제공하길 바란다.
reviews/round-9-spec.md:32	9	요약 발언	핵심은 최소한의 제약으로 jsonSchema 를 최대한 반영. ui제어는 최대한 & 로 처리 (&를 사용한 노드단위가 아닌 하위 노드 동시제어 
